Name,ASCII Name,Country Code,Population,Timezone,Latitude,Longitude
Cần Giờ,Can Gio,VN,55137,Asia/Ho_Chi_Minh,10.41115,106.95474
Cần Đước,Can GJuoc,VN,50473,Asia/Ho_Chi_Minh,10.50966,106.60308
Cần Giuộc,Can Giuoc,VN,152200,Asia/Ho_Chi_Minh,10.60857,106.67135
Cam Ranh,Cam Ranh,VN,146771,Asia/Ho_Chi_Minh,11.92144,109.15913
Cẩm Phả Mines,Cam Pha Mines,VN,135477,Asia/Ho_Chi_Minh,21.01667,107.3
Cẩm Phả,Cam Pha,VN,190232,Asia/Bangkok,21.01004,107.27345
Cam Lộ,Cam Lo,VN,83544,Asia/Bangkok,16.80797,106.99405
Cà Mau,Ca Mau,VN,226372,Asia/Ho_Chi_Minh,9.17682,105.15242
Cái Răng,Cai Rang,VN,86278,Asia/Ho_Chi_Minh,10.0009,105.75095
Cai Lậy,Cai Lay,VN,143050,Asia/Ho_Chi_Minh,10.4,106.11667
Buôn Trấp,Buon Trap,VN,23683,Asia/Ho_Chi_Minh,12.48478,108.02982
Buôn Ma Thuột,Buon Ma Thuot,VN,434256,Asia/Ho_Chi_Minh,12.66747,108.03775
Buôn Hồ,Buon Ho,VN,127920,Asia/Ho_Chi_Minh,12.95226,108.2962
Bình Thủy,Binh Thuy,VN,113565,Asia/Ho_Chi_Minh,10.07431,105.73974
Bỉm Sơn,Bim Son,VN,53754,Asia/Ho_Chi_Minh,20.07806,105.86028
Biên Hòa,Bien Hoa,VN,1272235,Asia/Ho_Chi_Minh,10.94469,106.82432
Bến Tre,Ben Tre,VN,124449,Asia/Ho_Chi_Minh,10.24147,106.37585
Bến Cát,Ben Cat,VN,364578,Asia/Ho_Chi_Minh,11.15,106.6
Bảo Lộc,Bao Loc,VN,170920,Asia/Ho_Chi_Minh,11.54798,107.80772
Bà Nà,Ba Na,VN,15276,Asia/Ho_Chi_Minh,15.98333,107.98333
Bắc Quang,Bac Quang,VN,118690,Asia/Ho_Chi_Minh,22.48333,104.86667
Bắc Ninh,Bac Ninh,VN,287658,Asia/Bangkok,21.18608,106.07631
Bạc Liêu,Bac Lieu,VN,156110,Asia/Ho_Chi_Minh,9.29414,105.72776
Bạch Mai,Bach Mai,VN,91308,Asia/Bangkok,20.98333,105.83333
Bắc Giang,Bac Giang,VN,450000,Asia/Bangkok,21.27307,106.1946
Bắc Kạn,Bac Kan,VN,45036,Asia/Bangkok,22.14701,105.83481
Ấp Phước Tĩnh,Ap Phuoc Tinh,VN,22106,Asia/Ho_Chi_Minh,10.4,107.18333
Ấp Hô Phòng,Ap Ho Phong,VN,22317,Asia/Ho_Chi_Minh,9.22583,105.41861
Ấp Bình Châu,Ap Binh Chau,VN,15344,Asia/Ho_Chi_Minh,10.55,107.55
An Trạch,An Trach,VN,28412,Asia/Ho_Chi_Minh,9.06861,105.39583
An Nhơn,An Nhon,VN,308396,Asia/Ho_Chi_Minh,13.88579,109.10823
An Khê,An Khe,VN,81600,Asia/Ho_Chi_Minh,13.95,108.65
Bình Thạnh,Binh Thanh,VN,552164,Asia/Ho_Chi_Minh,10.811,106.706
Ba Dinh,Ba Dinh,VN,221893,Asia/Bangkok,21.03652,105.82684
Mui Ne,Mui Ne,VN,50166,Asia/Ho_Chi_Minh,10.93314,108.28327
Uyen Hung,Uyen Hung,VN,52873,Asia/Ho_Chi_Minh,11.08416,106.78834
Núi Sập,Nui Sap,VN,25633,Asia/Ho_Chi_Minh,10.26478,105.26676
Cung Kiệm,Cung Kiem,VN,80000,Asia/Ho_Chi_Minh,21.18697,106.16076
Lai Châu,Lai Chau,VN,42973,Asia/Bangkok,22.39644,103.45824
Thị Trấn Việt Quang,Thi Tran Viet Quang,VN,16072,Asia/Bangkok,22.41509,104.80682
Phu Quoc,Phu Quoc,VN,294419,Asia/Ho_Chi_Minh,10.22409,103.97156
Bình Minh,Binh Minh,VN,94862,Asia/Ho_Chi_Minh,10.06821,105.82221
Thành Phố Bà Rịa,Thanh Pho Ba Ria,VN,235192,Asia/Ho_Chi_Minh,10.49626,107.1685
Sóc Sơn,Soc Son,VN,85431,Asia/Bangkok,21.25782,105.84894
Cầu Diễn,Cau Dien,VN,27017,Asia/Bangkok,21.03929,105.76659
Trâu Quỳ,Trau Quy,VN,30051,Asia/Bangkok,21.01951,105.93694
Cầu Giấy,Cau Giay,VN,292536,Asia/Bangkok,21.03228,105.80073
Thanh Xuân,Thanh Xuan,VN,293292,Asia/Bangkok,20.99472,105.79977
Hoàn Kiếm,Hoan Kiem,VN,135618,Asia/Bangkok,21.02857,105.85064
Hai Bà Trưng,Hai Ba Trung,VN,303586,Asia/Bangkok,21.01341,105.84772
Tây Mỗ,Tay Mo,VN,46469,Asia/Bangkok,21.00247,105.7457
Thái Hòa,Thai Hoa,VN,66127,Asia/Ho_Chi_Minh,18.92031,104.97441
Nghèn,Nghen,VN,18965,Asia/Bangkok,18.45119,105.77969
Lý Sơn,Ly Son,VN,22174,Asia/Ho_Chi_Minh,15.37198,109.11891
Ea Súp,Ea Sup,VN,67120,Asia/Ho_Chi_Minh,13.06616,107.88546
Ea Drăng,Ea Drang,VN,20600,Asia/Ho_Chi_Minh,13.2045,108.21029
Quảng Phú,Quang Phu,VN,26733,Asia/Ho_Chi_Minh,12.81965,108.07738
Đinh Văn,GJinh Van,VN,16036,Asia/Ho_Chi_Minh,11.78624,108.24282
Phú Quý,Phu Quy,VN,25267,Asia/Ho_Chi_Minh,10.5166,108.93292
Long Khánh,Long Khanh,VN,171276,Asia/Ho_Chi_Minh,10.92655,107.24783
Hòa Thành,Hoa Thanh,VN,147666,Asia/Ho_Chi_Minh,11.28696,106.12936
Dương Minh Châu,Duong Minh Chau,VN,35878,Asia/Ho_Chi_Minh,11.38414,106.23078
Duyên Hải,Duyen Hai,VN,69961,Asia/Ho_Chi_Minh,9.63497,106.49237
Vĩnh Thạnh,Vinh Thanh,VN,98399,Asia/Ho_Chi_Minh,10.22263,105.39841
Ngã Bảy,Nga Bay,VN,101192,Asia/Ho_Chi_Minh,9.81371,105.82096
Trần Văn Thời,Tran Van Thoi,VN,55897,Asia/Ho_Chi_Minh,9.07713,104.97914
Quận Bốn,Quan Bon,VN,199329,Asia/Ho_Chi_Minh,10.76684,106.70574
Quận Sáu,Quan Sau,VN,271050,Asia/Ho_Chi_Minh,10.7468,106.64903
Quận Năm,Quan Nam,VN,187510,Asia/Ho_Chi_Minh,10.75567,106.66745
Quận Mười Một,Quan Muoi Mot,VN,332536,Asia/Ho_Chi_Minh,10.76383,106.64355
Quận Mười,Quan Muoi,VN,399000,Asia/Ho_Chi_Minh,10.76823,106.66632
Quận Ba,Quan Ba,VN,220375,Asia/Ho_Chi_Minh,10.77494,106.68628
Gia Lâm,Gia Lam,VN,309353,Asia/Bangkok,21.05352,106.00712
Cửa Nam,Cua Nam,VN,52750,Asia/Bangkok,21.02115,105.85231
Quận Đức Thịnh,Quan GJuc Thinh,VN,132000,Asia/Ho_Chi_Minh,10.30989,105.73855
Quận Đức Thành,Quan GJuc Thanh,VN,70000,Asia/Ho_Chi_Minh,10.25874,105.646
Huyện Lâm Hà,Huyen Lam Ha,VN,144707,Asia/Ho_Chi_Minh,11.81554,108.21444
Phú Quốc,Phu Quoc,VN,179480,Asia/Ho_Chi_Minh,10.28715,104.01047
thị xã Quảng Trị,thi xa Quang Tri,VN,23356,Asia/Ho_Chi_Minh,16.75083,107.18278
Quang Minh,Quang Minh,VN,25000,Asia/Ho_Chi_Minh,21.18884,105.77269
Thuận An,Thuan An,VN,588616,Asia/Ho_Chi_Minh,10.9239,106.71428
Ô Chợ Dừa,O Cho Dua,VN,36318,Asia/Ho_Chi_Minh,21.02146,105.82464
Láng Thượng,Lang Thuong,VN,31279,Asia/Ho_Chi_Minh,21.02374,105.8036
Óc Eo,Oc Eo,VN,39481,Asia/Ho_Chi_Minh,10.24212,105.155
Bắc Từ Liêm,Bac Tu Liem,VN,340605,Asia/Ho_Chi_Minh,21.06532,105.74661
Vinhomes Ocean Park,Vinhomes Ocean Park,VN,60000,Asia/Bangkok,20.9948,105.9465
Ecopark,Ecopark,VN,25000,Asia/Ho_Chi_Minh,20.9621,105.9318
Vinhomes Smart City,Vinhomes Smart City,VN,50000,Asia/Ho_Chi_Minh,21.0045,105.7404
Vinhomes Times City,Vinhomes Times City,VN,50000,Asia/Bangkok,20.9945,105.8677
Vinhomes Royal City,Vinhomes Royal City,VN,20000,Asia/Ho_Chi_Minh,21.0028,105.8151
Thành phố Sông Công,Thanh pho Song Cong,VN,128357,Asia/Ho_Chi_Minh,21.4772,105.84137
Ngã Năm,Nga Nam,VN,58588,Asia/Ho_Chi_Minh,9.56513,105.59897
Yên Hòa,Yen Hoa,VN,77029,Asia/Bangkok,21.02185,105.79147
Port-Vila,Port-Vila,VU,35901,Pacific/Efate,-17.73648,168.31366
Mata-Utu,Mata-Utu,WF,1200,Pacific/Wallis,-13.28163,-176.17453
Apia,Apia,WS,40407,Pacific/Apia,-13.83333,-171.76666
Zvečan,Zvecan,XK,17000,Europe/Belgrade,42.9075,20.84028
Vushtrri,Vushtrri,XK,30651,Europe/Belgrade,42.82306,20.9675
Vitina,Vitina,XK,46959,Europe/Belgrade,42.32139,21.35833
Ferizaj,Ferizaj,XK,59504,Europe/Belgrade,42.37056,21.15528
Suva Reka,Suva Reka,XK,72229,Europe/Belgrade,42.35861,20.825
Shtime,Shtime,XK,35000,Europe/Belgrade,42.43306,21.03972
Prizren,Prizren,XK,171464,Europe/Belgrade,42.21389,20.73972
Pristina,Pristina,XK,550000,Europe/Belgrade,42.67272,21.16688
Podujeva,Podujeva,XK,35000,Europe/Belgrade,42.91056,21.19306
Pejë,Peje,XK,48962,Europe/Belgrade,42.65913,20.28828
Orahovac,Orahovac,XK,22049,Europe/Belgrade,42.39944,20.65472
Llazicë,Llazice,XK,19863,Europe/Belgrade,42.55528,20.76333
Leposaviq,Leposaviq,XK,19000,Europe/Belgrade,43.10389,20.80278
Mitrovicë,Mitrovice,XK,107045,Europe/Belgrade,42.88333,20.86667
Kosovo Polje,Kosovo Polje,XK,16154,Europe/Belgrade,42.66394,21.09611
Istok,Istok,XK,40000,Europe/Belgrade,42.78083,20.4875
Gjilan,Gjilan,XK,51912,Europe/Belgrade,42.46045,21.46986
Glogovac,Glogovac,XK,58579,Europe/Belgrade,42.62833,20.89389
Dragash,Dragash,XK,35000,Europe/Belgrade,42.0265,20.65333
Deçan,Decan,XK,50500,Europe/Belgrade,42.54018,20.28793
Gjakovë,Gjakove,XK,94158,Europe/Belgrade,42.38028,20.43083
Zinjibār,Zinjibar,YE,19879,Asia/Aden,13.12871,45.38073
Zabīd,Zabid,YE,52590,Asia/Aden,14.1951,43.31518
Yarīm,Yarim,YE,33050,Asia/Aden,14.29804,44.37795
Taiz,Taiz,YE,940600,Asia/Aden,13.57952,44.02091
Sayyān,Sayyan,YE,69404,Asia/Aden,15.17177,44.32442
Sanaa,Sanaa,YE,1937451,Asia/Aden,15.35452,44.20646
Saḩar,Sahar,YE,31859,Asia/Aden,15.31637,44.3088
Sa'dah,Sa'dah,YE,51870,Asia/Aden,16.94021,43.76393
Ma'rib,Ma'rib,YE,16794,Asia/Aden,15.46253,45.32581
Laḩij,Lahij,YE,23375,Asia/Aden,13.05667,44.88194
Ibb,Ibb,YE,771514,Asia/Aden,13.96667,44.18333
Ḩajjah,Hajjah,YE,43549,Asia/Aden,15.69425,43.60582
Dhī as Sufāl,Dhi as Sufal,YE,37997,Asia/Aden,13.83446,44.11469
Dhamār,Dhamar,YE,160114,Asia/Aden,14.54274,44.40514
Bayt al Faqīh,Bayt al Faqih,YE,34204,Asia/Aden,14.51635,43.32446
Bājil,Bajil,YE,48218,Asia/Aden,15.05898,43.28731
Ataq,Ataq,YE,37315,Asia/Aden,14.53767,46.83187
‘Amrān,'Amran,YE,90792,Asia/Aden,15.6594,43.94385
Mocha,Mocha,YE,16794,Asia/Aden,13.31814,43.24991
Mukalla,Mukalla,YE,594951,Asia/Aden,14.54248,49.12424
Al Ḩudaydah,Al Hudaydah,YE,734699,Asia/Aden,14.79781,42.95452
Al Ḩazm,Al Hazm,YE,18241,Asia/Aden,16.16406,44.77692
Al Bayda,Al Bayda,YE,37821,Asia/Aden,13.98523,45.57272
Aden,Aden,YE,1079670,Asia/Aden,12.77957,45.03852
Mamoudzou,Mamoudzou,YT,54831,Indian/Mayotte,-12.78234,45.22878
Dzaoudzi,Dzaoudzi,YT,15339,Indian/Mayotte,-12.78339,45.25693
Koungou,Koungou,YT,18118,Indian/Mayotte,-12.73361,45.20417
Kaouéni,Kaoueni,YT,17060,Indian/Mayotte,-12.77121,45.22419
Mtsapéré,Mtsapere,YT,15880,Indian/Mayotte,-12.78636,45.21732
Labattoir,Labattoir,YT,17739,Indian/Mayotte,-12.77698,45.28234
Roodepoort,Roodepoort,ZA,326416,Africa/Johannesburg,-26.1625,27.8725
Zeerust,Zeerust,ZA,19154,Africa/Johannesburg,-25.53695,26.07512
Zastron,Zastron,ZA,18699,Africa/Johannesburg,-30.30225,27.08395
Wolmaransstad,Wolmaransstad,ZA,49366,Africa/Johannesburg,-27.1974,25.98311
White River,White River,ZA,25607,Africa/Johannesburg,-25.33177,31.01166
Emalahleni,Emalahleni,ZA,373403,Africa/Johannesburg,-25.87133,29.23323
Winburg,Winburg,ZA,16862,Africa/Johannesburg,-28.51805,27.00933
Whittlesea,Whittlesea,ZA,33844,Africa/Johannesburg,-32.17588,26.82437
Westonaria,Westonaria,ZA,156831,Africa/Johannesburg,-26.31905,27.6486
Wesselsbron,Wesselsbron,ZA,42552,Africa/Johannesburg,-27.8549,26.36583
Wembesi,Wembesi,ZA,33849,Africa/Johannesburg,-29.04912,29.78232
Welkom,Welkom,ZA,431944,Africa/Johannesburg,-27.97742,26.73506
Warrenton,Warrenton,ZA,17946,Africa/Johannesburg,-28.11396,24.84753
Bela Bela,Bela Bela,ZA,90210,Africa/Johannesburg,-24.88333,28.28333
Vryheid,Vryheid,ZA,150012,Africa/Johannesburg,-27.76952,30.79165
Vryburg,Vryburg,ZA,55879,Africa/Johannesburg,-26.95659,24.7284
Vredefort,Vredefort,ZA,17515,Africa/Johannesburg,-27.00805,27.3646
Vrede,Vrede,ZA,21193,Africa/Johannesburg,-27.42573,29.16585
Volksrust,Volksrust,ZA,43378,Africa/Johannesburg,-27.36541,29.88175
Virginia,Virginia,ZA,122502,Africa/Johannesburg,-28.10391,26.86593
Villiers,Villiers,ZA,20745,Africa/Johannesburg,-27.03026,28.60061
Viljoenskroon,Viljoenskroon,ZA,54955,Africa/Johannesburg,-27.20841,26.94855
Verena,Verena,ZA,21252,Africa/Johannesburg,-25.48251,29.02763
Vereeniging,Vereeniging,ZA,474681,Africa/Johannesburg,-26.67313,27.92615
Ventersdorp,Ventersdorp,ZA,26446,Africa/Johannesburg,-26.31401,26.82223
Vanderbijlpark,Vanderbijlpark,ZA,246754,Africa/Johannesburg,-26.71171,27.83795
Vaalwater,Vaalwater,ZA,19723,Africa/Johannesburg,-24.2957,28.11415
Upington,Upington,ZA,71373,Africa/Johannesburg,-28.44776,21.25612
eMuziwezinto,eMuziwezinto,ZA,19415,Africa/Johannesburg,-30.31002,30.66275
Mthatha,Mthatha,ZA,164848,Africa/Johannesburg,-31.58893,28.78443
eMkhomazi,eMkhomazi,ZA,20410,Africa/Johannesburg,-30.20672,30.79641
Ulundi,Ulundi,ZA,31795,Africa/Johannesburg,-28.33523,31.41617
Kariega,Kariega,ZA,291052,Africa/Johannesburg,-33.75562,25.40074
Ugie,Ugie,ZA,16133,Africa/Johannesburg,-31.19809,28.23351
Tzaneen,Tzaneen,ZA,17457,Africa/Johannesburg,-23.83322,30.16351
Trichardt,Trichardt,ZA,52776,Africa/Johannesburg,-26.49155,29.22878
Tongaat,Tongaat,ZA,64829,Africa/Johannesburg,-29.57366,31.11552
Tokoza,Tokoza,ZA,106000,Africa/Johannesburg,-26.36,28.129
Thulamahashi,Thulamahashi,ZA,15974,Africa/Johannesburg,-24.72459,31.19939
Thohoyandou,Thohoyandou,ZA,107144,Africa/Johannesburg,-22.94564,30.48497
Theunissen,Theunissen,ZA,34718,Africa/Johannesburg,-28.41098,26.70107
Thabazimbi,Thabazimbi,ZA,34561,Africa/Johannesburg,-24.59165,27.41155
Thaba Nchu,Thaba Nchu,ZA,72721,Africa/Johannesburg,-29.20932,26.83898
Thembisa,Thembisa,ZA,511655,Africa/Johannesburg,-25.99636,28.2268
Swellendam,Swellendam,ZA,20993,Africa/Johannesburg,-34.02262,20.44171
Stutterheim,Stutterheim,ZA,35510,Africa/Johannesburg,-32.57076,27.42396
Stilfontein,Stilfontein,ZA,93110,Africa/Johannesburg,-26.84493,26.76829
KwaDukuza,KwaDukuza,ZA,161177,Africa/Johannesburg,-29.32816,31.28954
Standerton,Standerton,ZA,101101,Africa/Johannesburg,-26.93366,29.24152
Springs,Springs,ZA,186394,Africa/Johannesburg,-26.25,28.4
Soweto,Soweto,ZA,1695047,Africa/Johannesburg,-26.26781,27.85849
Soshanguve,Soshanguve,ZA,872309,Africa/Johannesburg,-25.47288,28.09919
Somerset East,Somerset East,ZA,22553,Africa/Johannesburg,-32.72173,25.58804
Siyabuswa,Siyabuswa,ZA,44189,Africa/Johannesburg,-25.11319,29.04454
Shakaskraal,Shakaskraal,ZA,27345,Africa/Johannesburg,-29.44931,31.21532
Senekal,Senekal,ZA,39584,Africa/Johannesburg,-28.31971,27.62082
Secunda,Secunda,ZA,20418,Africa/Johannesburg,-26.55,29.16667
Scottburgh,Scottburgh,ZA,23949,Africa/Johannesburg,-30.28666,30.75316
Schweizer-Reneke,Schweizer-Reneke,ZA,70214,Africa/Johannesburg,-27.18871,25.32931
Schoemansdal,Schoemansdal,ZA,23257,Africa/Johannesburg,-25.70866,31.51025
Sasolburg,Sasolburg,ZA,135828,Africa/Johannesburg,-26.81358,27.81695
Sabie,Sabie,ZA,18903,Africa/Johannesburg,-25.0999,30.78001
Rustenburg,Rustenburg,ZA,373695,Africa/Johannesburg,-25.66756,27.24208
Riversdale,Riversdale,ZA,19382,Africa/Johannesburg,-34.09345,21.25725
Richmond,Richmond,ZA,32445,Africa/Johannesburg,-29.87196,30.27235
Richards Bay,Richards Bay,ZA,252968,Africa/Johannesburg,-28.78301,32.03768
Reitz,Reitz,ZA,24181,Africa/Johannesburg,-27.80138,28.42726
Randfontein,Randfontein,ZA,133654,Africa/Johannesburg,-26.1844,27.70203
Randburg,Randburg,ZA,337053,Africa/Johannesburg,-26.0941,28.00123
Queenstown,Queenstown,ZA,118599,Africa/Johannesburg,-31.89756,26.87533
Queensdale,Queensdale,ZA,20009,Africa/Johannesburg,-31.87101,26.97862
Pretoria,Pretoria,ZA,2112693,Africa/Johannesburg,-25.74486,28.18783
Mokopane,Mokopane,ZA,101090,Africa/Johannesburg,-24.19436,29.00974
Potchefstroom,Potchefstroom,ZA,178285,Africa/Johannesburg,-26.71667,27.1
Postmasburg,Postmasburg,ZA,30089,Africa/Johannesburg,-28.33392,23.06541
Port Shepstone,Port Shepstone,ZA,52793,Africa/Johannesburg,-30.74137,30.45499
Gqeberha,Gqeberha,ZA,1050078,Africa/Johannesburg,-33.96109,25.61494
Port Alfred,Port Alfred,ZA,30981,Africa/Johannesburg,-33.58601,26.88329
Plettenberg Bay,Plettenberg Bay,ZA,38126,Africa/Johannesburg,-34.05274,23.3716
Pinetown,Pinetown,ZA,144026,Africa/Johannesburg,-29.82068,30.88674
Piet Retief,Piet Retief,ZA,84349,Africa/Johannesburg,-27.00706,30.81323
Polokwane,Polokwane,ZA,272461,Africa/Johannesburg,-23.90449,29.46885
Pietermaritzburg,Pietermaritzburg,ZA,839327,Africa/Johannesburg,-29.61679,30.39278
Phuthaditjhaba,Phuthaditjhaba,ZA,84258,Africa/Johannesburg,-28.52423,28.81582
Phalaborwa,Phalaborwa,ZA,109468,Africa/Johannesburg,-23.94299,31.14107
Mamafubedu,Mamafubedu,ZA,15447,Africa/Johannesburg,-27.66606,28.13132
Parys,Parys,ZA,71319,Africa/Johannesburg,-26.9033,27.45727
Pampierstad,Pampierstad,ZA,21707,Africa/Johannesburg,-27.78324,24.68768
Oudtshoorn,Oudtshoorn,ZA,73694,Africa/Johannesburg,-33.60047,22.19955
Ottosdal,Ottosdal,ZA,22011,Africa/Johannesburg,-26.80908,26.00538
Orkney,Orkney,ZA,110052,Africa/Johannesburg,-26.98023,26.67272
Odendaalsrus,Odendaalsrus,ZA,76371,Africa/Johannesburg,-27.87394,26.69072
Modimolle,Modimolle,ZA,50306,Africa/Johannesburg,-24.7,28.4
Northam,Northam,ZA,15598,Africa/Johannesburg,-24.95775,27.26543
Nkowakowa,Nkowakowa,ZA,51350,Africa/Johannesburg,-23.88782,30.28708
Nigel,Nigel,ZA,140644,Africa/Johannesburg,-26.43138,28.47713
Newcastle,Newcastle,ZA,404838,Africa/Johannesburg,-27.75796,29.9318
Mbombela,Mbombela,ZA,110159,Africa/Johannesburg,-25.47512,30.96935
Mookgophong,Mookgophong,ZA,29778,Africa/Johannesburg,-24.51667,28.71667
Mtubatuba,Mtubatuba,ZA,33182,Africa/Johannesburg,-28.41789,32.18483
Mpumalanga,Mpumalanga,ZA,140121,Africa/Johannesburg,-29.81292,30.63646
Mpophomeni,Mpophomeni,ZA,30830,Africa/Johannesburg,-29.56822,30.18618
Tlokoeng,Tlokoeng,ZA,15884,Africa/Johannesburg,-30.69268,28.5061
Mossel Bay,Mossel Bay,ZA,78940,Africa/Johannesburg,-34.18307,22.14605
Mooi River,Mooi River,ZA,21730,Africa/Johannesburg,-29.20824,29.9946
Montagu,Montagu,ZA,18182,Africa/Johannesburg,-33.78664,20.12106
Mondlo,Mondlo,ZA,53892,Africa/Johannesburg,-27.98299,30.71769
Moloto South,Moloto South,ZA,22076,Africa/Johannesburg,-25.46279,28.65041
Mmabatho,Mmabatho,ZA,76754,Africa/Johannesburg,-25.85,25.63333
Middelburg,Middelburg,ZA,22380,Africa/Johannesburg,-31.49285,25.00633
Middelburg,Middelburg,ZA,196263,Africa/Johannesburg,-25.77507,29.46482
Mdantsane,Mdantsane,ZA,205504,Africa/Johannesburg,-32.93324,27.77656
Matsulu,Matsulu,ZA,47306,Africa/Johannesburg,-25.52297,31.35693
Marquard,Marquard,ZA,18573,Africa/Johannesburg,-28.66449,27.43048
Margate,Margate,ZA,34407,Africa/Johannesburg,-30.8636,30.37052
Makwassie,Makwassie,ZA,15996,Africa/Johannesburg,-27.31564,25.99497
Mafikeng,Mafikeng,ZA,77110,Africa/Johannesburg,-25.86522,25.64421
Mabopane,Mabopane,ZA,110972,Africa/Johannesburg,-25.509,28.064
Lydenburg,Lydenburg,ZA,49605,Africa/Johannesburg,-25.09598,30.44393
Louis Trichardt,Louis Trichardt,ZA,86854,Africa/Johannesburg,-23.04385,29.90319
Lichtenburg,Lichtenburg,ZA,65863,Africa/Johannesburg,-26.152,26.15968
Leslie,Leslie,ZA,39514,Africa/Johannesburg,-26.36737,28.9189
Leeudoringstad,Leeudoringstad,ZA,16042,Africa/Johannesburg,-27.23712,26.23514
Ladysmith,Ladysmith,ZA,143446,Africa/Johannesburg,-28.55874,29.77896
Lady Frere,Lady Frere,ZA,25041,Africa/Johannesburg,-31.70312,27.2329
Ladybrand,Ladybrand,ZA,30930,Africa/Johannesburg,-29.19448,27.45739
Kwaggafontein,Kwaggafontein,ZA,54040,Africa/Johannesburg,-25.32729,28.94224
Kutloanong,Kutloanong,ZA,95008,Africa/Johannesburg,-27.83333,26.75
Kruisfontein,Kruisfontein,ZA,18991,Africa/Johannesburg,-34.00333,24.73142
Krugersdorp,Krugersdorp,ZA,378821,Africa/Johannesburg,-26.08577,27.77515
Kroonstad,Kroonstad,ZA,117152,Africa/Johannesburg,-27.65036,27.23488
Kriel,Kriel,ZA,18255,Africa/Johannesburg,-26.25,29.26
Koster,Koster,ZA,23361,Africa/Johannesburg,-25.86301,26.89756
Koppies,Koppies,ZA,16537,Africa/Johannesburg,-27.24179,27.57422
Komatipoort,Komatipoort,ZA,20508,Africa/Johannesburg,-25.43321,31.95478
Kokstad,Kokstad,ZA,61751,Africa/Johannesburg,-30.54723,29.42412
Knysna,Knysna,ZA,68659,Africa/Johannesburg,-34.03627,23.04713
Klerksdorp,Klerksdorp,ZA,227039,Africa/Johannesburg,-26.85213,26.66672
Kinross,Kinross,ZA,18266,Africa/Johannesburg,-26.41663,29.08668
Qonce,Qonce,ZA,93072,Africa/Johannesburg,-32.88076,27.39377
Kimberley,Kimberley,ZA,142089,Africa/Johannesburg,-28.73226,24.76232
Johannesburg,Johannesburg,ZA,9418183,Africa/Johannesburg,-26.20227,28.04363
Jeffreys Bay,Jeffreys Bay,ZA,32477,Africa/Johannesburg,-34.04526,24.92146
Itsoseng,Itsoseng,ZA,23913,Africa/Johannesburg,-26.08159,25.88124
Humansdorp,Humansdorp,ZA,34733,Africa/Johannesburg,-34.02903,24.76912
Howick,Howick,ZA,32453,Africa/Johannesburg,-29.47795,30.23057
Hoopstad,Hoopstad,ZA,19209,Africa/Johannesburg,-27.83273,25.90833
Hennenman,Hennenman,ZA,22847,Africa/Johannesburg,-27.97654,27.02423
Hendrina,Hendrina,ZA,27300,Africa/Johannesburg,-26.15881,29.71528
Heilbron,Heilbron,ZA,32836,Africa/Johannesburg,-27.28115,27.9709
Heidelberg,Heidelberg,ZA,85858,Africa/Johannesburg,-26.50476,28.35921
Hartbeespoort,Hartbeespoort,ZA,26732,Africa/Johannesburg,-25.7287,27.87
Hartbeesfontein,Hartbeesfontein,ZA,22294,Africa/Johannesburg,-26.76566,26.42024
Harrismith,Harrismith,ZA,33390,Africa/Johannesburg,-28.27276,29.12946
Hammanskraal,Hammanskraal,ZA,112950,Africa/Johannesburg,-25.40892,28.287
Groot-Brakrivier,Groot-Brakrivier,ZA,18008,Africa/Johannesburg,-34.04368,22.22574
Greytown,Greytown,ZA,23139,Africa/Johannesburg,-29.06415,30.59279
Grahamstown,Grahamstown,ZA,91548,Africa/Johannesburg,-33.30422,26.53276
Graaff Reinet,Graaff Reinet,ZA,62896,Africa/Johannesburg,-32.25215,24.53075
Gonubie,Gonubie,ZA,23733,Africa/Johannesburg,-32.94433,28.01496
Glencoe,Glencoe,ZA,21024,Africa/Johannesburg,-28.17827,30.14702
Giyani,Giyani,ZA,37024,Africa/Johannesburg,-23.30246,30.71868
George,George,ZA,188580,Africa/Johannesburg,-33.963,22.46173
Ga-Rankuwa,Ga-Rankuwa,ZA,90945,Africa/Johannesburg,-25.61692,27.99471
Frankfort,Frankfort,ZA,31323,Africa/Johannesburg,-27.27888,28.49696
Fouriesburg,Fouriesburg,ZA,15544,Africa/Johannesburg,-28.61961,28.20966
Fort Beaufort,Fort Beaufort,ZA,58419,Africa/Johannesburg,-32.77477,26.63376
Fochville,Fochville,ZA,62416,Africa/Johannesburg,-26.48862,27.49387
Ficksburg,Ficksburg,ZA,49420,Africa/Johannesburg,-28.872,27.87506
Evaton,Evaton,ZA,725468,Africa/Johannesburg,-26.53333,27.85
Estcourt,Estcourt,ZA,26444,Africa/Johannesburg,-29.01269,29.86619
eSikhaleni,eSikhaleni,ZA,49265,Africa/Johannesburg,-28.87097,31.89961
Eshowe,Eshowe,ZA,17663,Africa/Johannesburg,-28.88649,31.4699
Ermelo,Ermelo,ZA,100324,Africa/Johannesburg,-26.53333,29.98333
Empangeni,Empangeni,ZA,33075,Africa/Johannesburg,-28.76197,31.89329
eMbalenhle,eMbalenhle,ZA,142443,Africa/Johannesburg,-26.53333,29.06667
Khowa,Khowa,ZA,17224,Africa/Johannesburg,-31.33306,27.85
Edenvale,Edenvale,ZA,49292,Africa/Johannesburg,-26.14095,28.15247
